1;0;2575.00;10.70;711.00;0.00;0.40
2;0;2806.00;11.12;1764.00;0.00;0.52
3;0;2721.00;11.15;1557.00;0.00;0.44
4;0;734.00;10.20;701.00;0.00;0.28
5;0;2459.00;11.75;881.00;0.00;0.28
6;0;3253.00;10.10;1414.00;0.00;0.36
7;0;1007.00;11.27;266.00;0.00;0.48
8;0;870.00;10.35;1540.00;0.00;0.56
9;0;3156.00;9.85;1067.00;0.00;0.36
10;0;3236.00;9.95;821.00;0.00;0.40
11;0;953.00;11.00;686.00;0.00;0.32
12;0;1125.00;11.45;272.00;0.00;0.44
13;0;1641.00;10.12;1378.00;0.00;0.24
14;0;832.00;10.62;761.00;0.00;0.56
15;0;2648.00;11.30;1479.00;0.00;0.28
16;0;2870.00;10.10;1318.00;0.00;0.36
17;0;2452.00;10.00;1537.00;0.00;0.52
18;0;4557.00;10.62;921.00;0.00;0.36
19;0;2974.00;11.20;1491.00;0.00;0.32
20;0;4496.00;11.90;750.00;0.00;0.76
21;0;4561.00;10.55;624.00;0.00;0.28
22;0;795.00;10.10;489.00;0.00;0.44
23;0;4560.00;10.70;836.00;0.00;0.36
24;0;1268.00;11.17;1262.00;0.00;0.72
25;0;1038.00;10.50;187.00;0.00;0.60
26;0;2769.00;11.90;1392.00;0.00;0.48
27;0;2331.00;10.27;964.00;0.00;0.52
28;0;2527.00;10.15;622.00;0.00;0.36
29;0;1092.00;15.77;1582.00;0.00;0.48
30;0;4426.00;10.40;574.00;0.00;0.32
31;0;2957.00;10.15;1776.00;0.00;0.40
32;0;2796.00;10.00;833.00;0.00;0.44
33;0;4598.00;11.87;892.00;0.00;0.76
34;0;1149.00;13.47;1457.00;0.00;0.32
35;0;1356.00;11.60;1487.00;0.00;0.56
36;0;1243.00;10.80;1666.00;0.00;0.44
37;0;1222.00;13.00;1172.00;0.00;0.48
38;0;4064.00;10.67;490.00;0.00;0.80
39;0;2490.00;9.95;1759.00;0.00;0.84
40;0;2619.00;11.40;902.00;0.00;0.56
