2;arms_factory;800.00;9.90;1462.00;3.61;0
2;arms_factory;797.00;9.90;1481.00;1.45;0
2;arms_factory;818.00;10.20;1474.00;1.55;0
2;arms_factory;796.00;9.98;1480.00;5.67;0
2;arms_factory;830.00;10.25;1457.00;3.52;0
2;arms_factory;784.00;9.88;1463.00;4.72;0
2;industrial_complex;827.00;10.12;1455.00;1.46;0
2;industrial_complex;797.00;10.10;1475.00;4.12;0
2;industrial_complex;784.00;9.82;1481.00;0.50;0
2;industrial_complex;805.00;10.00;1474.00;2.06;0
2;industrial_complex;788.00;10.00;1463.00;6.19;0
2;industrial_complex;824.00;10.10;1456.00;2.57;0
2;naval_base;801.00;9.55;1453.00;0.79;16209
2;naval_base;780.00;9.50;1476.00;-2.60;15270
2;naval_base;779.00;9.50;1488.00;-2.09;16686
2;naval_base;804.00;9.57;1458.00;0.07;16209
2;naval_base;815.00;9.50;1457.00;-0.79;16209
2;bunker;795.00;9.93;1462.00;0.41;0
2;bunker;830.00;10.32;1460.00;1.62;0
2;bunker;817.00;10.30;1470.00;5.74;0
2;bunker;802.00;10.00;1468.00;2.12;0
2;bunker;792.00;10.05;1478.00;3.69;0
2;bunker;788.00;9.90;1474.00;0.07;0
2;coastal_bunker;790.00;9.80;1499.00;-3.86;0
2;coastal_bunker;815.00;9.50;1457.00;-0.79;0
2;coastal_bunker;807.00;9.57;1459.00;0.07;0
2;coastal_bunker;786.00;9.50;1449.00;-0.53;0
2;coastal_bunker;779.00;9.50;1470.00;-2.60;0
2;dockyard;787.00;9.57;1495.00;-2.09;0
3;arms_factory;813.00;9.93;1484.00;1.55;0
3;arms_factory;833.00;10.07;1496.00;5.67;0
3;arms_factory;843.00;10.20;1495.00;3.52;0
3;arms_factory;829.00;10.32;1470.00;4.72;0
3;arms_factory;832.00;10.00;1509.00;1.46;0
3;arms_factory;839.00;10.20;1490.00;4.12;0
3;industrial_complex;831.00;10.20;1478.00;0.50;0
3;industrial_complex;829.00;9.90;1502.00;2.06;0
3;industrial_complex;841.00;10.20;1499.00;6.19;0
3;industrial_complex;840.00;10.65;1457.00;2.57;0
3;industrial_complex;851.00;10.28;1503.00;5.23;0
3;industrial_complex;830.00;10.00;1487.00;0.51;0
3;naval_base;822.00;9.50;1498.00;-2.36;12073
3;naval_base;838.00;9.50;1519.00;-2.08;16661
3;naval_base;816.00;9.80;1492.00;-2.36;12073
3;naval_base;829.00;9.80;1516.00;-2.68;16661
3;bunker;848.00;10.20;1521.00;1.62;0
3;bunker;826.00;9.80;1498.00;5.74;0
3;bunker;841.00;10.65;1457.00;2.12;0
3;bunker;845.00;10.30;1492.00;3.69;0
3;bunker;829.00;9.98;1509.00;0.07;0
3;bunker;832.00;10.40;1470.00;4.19;0
3;bunker;840.00;10.20;1481.00;4.29;0
3;bunker;819.00;10.03;1484.00;2.13;0
3;coastal_bunker;805.00;9.50;1486.00;-2.36;0
3;coastal_bunker;821.00;9.50;1505.00;-0.98;0
3;coastal_bunker;823.00;9.50;1503.00;-2.36;0
3;coastal_bunker;835.00;9.80;1517.00;-2.08;0
3;dockyard;828.00;9.80;1515.00;-2.68;0
4;arms_factory;856.00;10.57;1440.00;3.52;0
4;arms_factory;865.00;11.00;1427.00;4.72;0
4;arms_factory;856.00;10.68;1434.00;1.46;0
4;arms_factory;869.00;11.10;1434.00;4.12;0
4;arms_factory;848.00;10.60;1436.00;0.50;0
4;arms_factory;854.00;10.60;1452.00;2.06;0
4;industrial_complex;852.00;10.60;1440.00;6.19;0
4;industrial_complex;842.00;10.62;1448.00;2.57;0
4;industrial_complex;861.00;10.93;1430.00;5.23;0
4;industrial_complex;851.00;10.65;1450.00;0.51;0
4;industrial_complex;858.00;10.68;1436.00;4.63;0
4;industrial_complex;840.00;10.45;1439.00;1.01;0
4;bunker;854.00;10.55;1453.00;3.68;0
4;bunker;838.00;10.40;1446.00;0.41;0
4;bunker;861.00;10.70;1438.00;1.62;0
4;bunker;850.00;10.62;1443.00;5.74;0
4;bunker;852.00;10.65;1442.00;2.12;0
4;bunker;857.00;10.82;1431.00;3.69;0
5;arms_factory;829.00;10.30;1375.00;1.46;0
5;arms_factory;824.00;10.30;1364.00;4.12;0
5;arms_factory;793.00;9.98;1382.00;0.50;0
5;arms_factory;820.00;10.25;1394.00;2.06;0
5;arms_factory;808.00;9.90;1390.00;6.19;0
